,session_id,order_euros,purchase,paid_campaign,preferential_client,referral,user_agent,paid_campaign_binary,paid_campaign_1,paid_campaign_2,paid_campaign_3,paid_campaign_4,referral_google,referral_instagram,referral_facebook,user_agent_mac,user_agent_windows
8753,5555703507,0.0,0.0,0.0,0.0,facebook.com,Opera/9.54.(Windows NT 5.2; mr-IN) Presto/2.9.180 Version/10.00,0,0,0,0,0,0,0,1,0,1
8754,5555703508,150.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; cs-CZ) AppleWebKit/533.17.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.17.3",0,0,0,0,0,1,0,0,1,0
8755,5555703509,129.5,1.0,0.0,1.0,facebook.com,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/40.0.807.0 Safari/534.0",0,0,0,0,0,0,0,1,0,0
8756,5555703510,287.0,1.0,1.0,0.0,google.com,Mozilla/5.0 (Windows 98; my-MM; rv:1.9.2.20) Gecko/2012-05-19 03:02:24 Firefox/3.6.18,1,1,0,0,0,1,0,0,0,1
8757,5555703511,0.0,0.0,3.0,0.0,google.com,Opera/8.30.(X11; Linux i686; nn-NO) Presto/2.9.182 Version/12.00,1,0,0,1,0,1,0,0,0,0
8758,5555703512,0.0,0.0,0.0,0.0,instagram.com,Opera/9.77.(X11; Linux x86_64; tig-ER) Presto/2.9.174 Version/11.00,0,0,0,0,0,0,1,0,0,0
8759,5555703513,0.0,0.0,0.0,0.0,facebook.com,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/51.0.842.0 Safari/532.2",0,0,0,0,0,0,0,1,0,0
8760,5555703514,220.0,1.0,3.0,0.0,google.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; pap-AN) AppleWebKit/532.50.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.50.5",1,0,0,1,0,1,0,0,1,0
8761,5555703515,0.0,0.0,3.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),1,0,0,1,0,0,0,1,0,1
8762,5555703516,0.0,0.0,0.0,0.0,huber.com,Opera/9.91.(X11; Linux i686; ce-RU) Presto/2.9.173 Version/12.00,0,0,0,0,0,0,0,0,0,0
8763,5555703517,0.0,0.0,0.0,0.0,google.com,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.24.3 (KHTML, like Gecko) Version/5.0.2 Safari/533.24.3",0,0,0,0,0,1,0,0,0,1
8764,5555703518,150.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ks-IN) AppleWebKit/532.18.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.18.6",0,0,0,0,0,1,0,0,1,0
8765,5555703519,0.0,0.0,0.0,0.0,turner.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; cs-CZ) AppleWebKit/533.8.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.8.6",0,0,0,0,0,0,0,0,1,0
8766,5555703520,0.0,0.0,2.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/37.0.816.0 Safari/535.0",1,0,1,0,0,0,1,0,1,0
8767,5555703521,0.0,0.0,3.0,0.0,hendricks.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/21.0.823.0 Safari/536.1",1,0,0,1,0,0,0,0,0,0
8768,5555703522,0.0,0.0,0.0,0.0,hamilton.org,Opera/8.22.(X11; Linux i686; tt-RU) Presto/2.9.167 Version/12.00,0,0,0,0,0,0,0,0,0,0
8769,5555703523,116.0,1.0,4.0,1.0,flores-cruz.net,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.6b9749.0 Mobile/17R477 Safari/535.0",1,0,0,0,1,0,0,0,1,0
8770,5555703524,250.0,1.0,1.0,0.0,google.com,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/59.0.885.0 Mobile/05R773 Safari/536.2",1,1,0,0,0,1,0,0,1,0
8771,5555703525,0.0,0.0,0.0,0.0,hood.net,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 12_4; rv:1.9.2.20) Gecko/2019-12-01 14:56:04 Firefox/15.0,0,0,0,0,0,0,0,0,1,0
8772,5555703526,0.0,0.0,0.0,0.0,instagram.com,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2019-09-14 12:12:47 Firefox/3.6.20,0,0,0,0,0,0,1,0,0,0
8773,5555703527,283.5,1.0,1.0,0.0,google.com,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.20.7 (KHTML, like Gecko) Version/5.1 Safari/531.20.7",1,1,0,0,0,1,0,0,0,1
8774,5555703528,150.0,1.0,1.0,0.0,anderson-hart.com,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 11_7; rv:1.9.4.20) Gecko/2010-05-03 23:03:20 Firefox/3.8,1,1,0,0,0,0,0,0,1,0
8775,5555703529,0.0,0.0,3.0,0.0,facebook.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 9_6; rv:1.9.6.20) Gecko/2020-02-05 06:41:30 Firefox/3.8,1,0,0,1,0,0,0,1,1,0
8776,5555703530,0.0,0.0,4.0,0.0,facebook.com,Opera/9.88.(Windows NT 5.0; ro-RO) Presto/2.9.174 Version/11.00,1,0,0,0,1,0,0,1,0,1
8777,5555703531,0.0,0.0,2.0,0.0,reed.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),1,0,1,0,0,0,0,0,0,1
8778,5555703532,0.0,0.0,4.0,0.0,google.com,Mozilla/5.0 (Android 3.2.3; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,1,0,0,0,1,1,0,0,0,0
8779,5555703533,0.0,0.0,4.0,0.0,instagram.com,Opera/8.65.(Windows NT 5.01; quz-PE) Presto/2.9.169 Version/12.00,1,0,0,0,1,0,1,0,0,1
8780,5555703534,0.0,0.0,0.0,0.0,facebook.com,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/43.0.899.0 Safari/535.0",0,0,0,0,0,0,0,1,0,1
8781,5555703535,0.0,0.0,0.0,0.0,davis.org,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),0,0,0,0,0,0,0,0,0,1
8782,5555703536,0.0,0.0,2.0,0.0,google.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),1,0,1,0,0,1,0,0,0,1
8783,5555703537,208.5,1.0,3.0,0.0,google.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/17.0.800.0 Mobile/95G229 Safari/531.0",1,0,0,1,0,1,0,0,1,0
8784,5555703538,0.0,0.0,0.0,0.0,google.com,Mozilla/5.0 (Android 4.2; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,0,0,0,0,0,1,0,0,0,0
8785,5555703539,0.0,0.0,4.0,0.0,andrews.com,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/16.0.890.0 Safari/532.1",1,0,0,0,1,0,0,0,0,1
8786,5555703540,0.0,0.0,0.0,0.0,rodgers.biz,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),0,0,0,0,0,0,0,0,0,1
8787,5555703541,181.5,1.0,0.0,1.0,instagram.com,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 10_8; rv:1.9.4.20) Gecko/2012-04-21 22:03:12 Firefox/3.6.1,0,0,0,0,0,0,1,0,1,0
8788,5555703542,0.0,0.0,0.0,0.0,instagram.com,Mozilla/5.0 (Android 4.4.1; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,0,0,0,0,0,0,1,0,0,0
8789,5555703543,0.0,0.0,0.0,0.0,instagram.com,Opera/8.58.(X11; Linux x86_64; se-NO) Presto/2.9.161 Version/11.00,0,0,0,0,0,0,1,0,0,0
8790,5555703544,0.0,0.0,1.0,0.0,instagram.com,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/531.29.7 (KHTML, like Gecko) Version/5.0.2 Safari/531.29.7",1,1,0,0,0,0,1,0,0,1
8791,5555703545,0.0,0.0,4.0,0.0,google.com,Opera/8.64.(Windows NT 4.0; fy-DE) Presto/2.9.164 Version/12.00,1,0,0,0,1,1,0,0,0,1
8792,5555703546,0.0,0.0,0.0,0.0,facebook.com,Opera/8.62.(X11; Linux i686; lij-IT) Presto/2.9.164 Version/10.00,0,0,0,0,0,0,0,1,0,0
8793,5555703547,0.0,0.0,3.0,0.0,instagram.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),1,0,0,1,0,0,1,0,0,1
8794,5555703548,117.5,1.0,2.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_1 rv:4.0; fy-DE) AppleWebKit/531.44.5 (KHTML, like Gecko) Version/5.1 Safari/531.44.5",1,0,1,0,0,0,1,0,1,0
8795,5555703549,0.0,0.0,0.0,0.0,google.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/16.0.898.0 Safari/536.1",0,0,0,0,0,1,0,0,0,0
8796,5555703550,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; xh-ZA) AppleWebKit/533.31.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.31.1",0,0,0,0,0,0,1,0,1,0
8797,5555703551,0.0,0.0,2.0,0.0,liu.net,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.34.4 (KHTML, like Gecko) Version/5.0 Safari/533.34.4",1,0,1,0,0,0,0,0,0,1
8798,5555703552,0.0,0.0,4.0,0.0,google.com,Opera/8.97.(Windows NT 6.1; sq-AL) Presto/2.9.176 Version/11.00,1,0,0,0,1,1,0,0,0,1
8799,5555703553,0.0,0.0,0.0,0.0,taylor-wallace.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 7_5; rv:1.9.2.20) Gecko/2017-08-16 23:20:36 Firefox/3.6.18,0,0,0,0,0,0,0,0,1,0
8800,5555703554,0.0,0.0,4.0,0.0,hicks.com,Opera/8.11.(X11; Linux i686; pt-PT) Presto/2.9.172 Version/12.00,1,0,0,0,1,0,0,0,0,0
8801,5555703555,0.0,0.0,0.0,0.0,google.com,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.8.2 (KHTML, like Gecko) Version/4.0 Safari/532.8.2",0,0,0,0,0,1,0,0,0,1
8802,5555703556,0.0,0.0,0.0,0.0,gregory.org,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),0,0,0,0,0,0,0,0,0,1
8803,5555703557,150.0,1.0,0.0,0.0,google.com,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/17.3y0587.0 Mobile/55W611 Safari/535.1",0,0,0,0,0,1,0,0,1,0
8804,5555703558,0.0,0.0,4.0,0.0,google.com,Opera/8.81.(Windows NT 5.1; mr-IN) Presto/2.9.182 Version/12.00,1,0,0,0,1,1,0,0,0,1
8805,5555703559,0.0,0.0,3.0,0.0,facebook.com,Opera/8.74.(Windows 98; Win 9x 4.90; ce-RU) Presto/2.9.170 Version/12.00,1,0,0,1,0,0,0,1,0,1
8806,5555703560,150.0,1.0,0.0,0.0,google.com,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_7; rv:1.9.6.20) Gecko/2017-04-16 12:38:30 Firefox/3.8,0,0,0,0,0,1,0,0,1,0
8807,5555703561,0.0,0.0,1.0,0.0,washington.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),1,1,0,0,0,0,0,0,0,1
8808,5555703562,0.0,0.0,2.0,0.0,google.com,Opera/8.18.(X11; Linux i686; ks-IN) Presto/2.9.178 Version/12.00,1,0,1,0,0,1,0,0,0,0
8809,5555703563,0.0,0.0,0.0,0.0,facebook.com,Opera/8.17.(X11; Linux i686; kl-GL) Presto/2.9.174 Version/10.00,0,0,0,0,0,0,0,1,0,0
8810,5555703564,119.0,1.0,4.0,0.0,greene.biz,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_8) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/23.0.855.0 Safari/533.1",1,0,0,0,1,0,0,0,1,0
8811,5555703565,324.0,1.0,1.0,0.0,google.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2017-10-12 10:52:59 Firefox/3.6.8,1,1,0,0,0,1,0,0,0,0
8812,5555703566,0.0,0.0,2.0,0.0,instagram.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),1,0,1,0,0,0,1,0,0,1
8813,5555703567,0.0,0.0,3.0,0.0,fitzgerald.biz,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2011-08-25 12:56:59 Firefox/3.8,1,0,0,1,0,0,0,0,0,0
8814,5555703568,161.0,1.0,2.0,0.0,facebook.com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 9_3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/13.0.873.0 Safari/533.1",1,0,1,0,0,0,0,1,1,0
8815,5555703569,0.0,0.0,4.0,0.0,stuart-riley.org,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.1),1,0,0,0,1,0,0,0,0,1
8816,5555703570,0.0,0.0,2.0,0.0,fisher.com,Mozilla/5.0 (Windows CE; si-LK; rv:1.9.0.20) Gecko/2012-10-14 20:00:34 Firefox/3.8,1,0,1,0,0,0,0,0,0,1
8817,5555703571,0.0,0.0,2.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.0),1,0,1,0,0,0,0,1,0,1
8818,5555703572,0.0,0.0,1.0,0.0,randall.info,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),1,1,0,0,0,0,0,0,0,1
8819,5555703573,0.0,0.0,0.0,0.0,phillips.org,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_7 rv:2.0; de-AT) AppleWebKit/532.1.7 (KHTML, like Gecko) Version/4.1 Safari/532.1.7",0,0,0,0,0,0,0,0,1,0
8820,5555703574,0.0,0.0,4.0,0.0,facebook.com,Opera/8.84.(X11; Linux i686; eu-ES) Presto/2.9.181 Version/12.00,1,0,0,0,1,0,0,1,0,0
8821,5555703575,127.5,1.0,3.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_6) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/48.0.818.0 Safari/533.1",1,0,0,1,0,0,1,0,1,0
8822,5555703576,0.0,0.0,4.0,0.0,facebook.com,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/38.0.817.0 Safari/532.1",1,0,0,0,1,0,0,1,0,0
8823,5555703577,0.0,0.0,3.0,0.0,instagram.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; lt-LT) AppleWebKit/533.32.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.32.1",1,0,0,1,0,0,1,0,1,0
8824,5555703578,189.5,1.0,1.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_7 rv:3.0; ce-RU) AppleWebKit/534.43.7 (KHTML, like Gecko) Version/5.0.3 Safari/534.43.7",1,1,0,0,0,0,1,0,1,0
8825,5555703579,0.0,0.0,3.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/14.0.809.0 Safari/532.0",1,0,0,1,0,0,1,0,1,0
8826,5555703580,0.0,0.0,3.0,0.0,google.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1),1,0,0,1,0,1,0,0,0,1
8827,5555703581,0.0,0.0,0.0,0.0,instagram.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2015-03-20 09:59:18 Firefox/3.6.15,0,0,0,0,0,0,1,0,0,0
8828,5555703582,0.0,0.0,0.0,0.0,google.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.1),0,0,0,0,0,1,0,0,0,1
8829,5555703583,0.0,0.0,0.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),0,0,0,0,0,0,0,1,0,1
8830,5555703584,0.0,0.0,4.0,0.0,facebook.com,Opera/9.47.(Windows NT 5.0; bem-ZM) Presto/2.9.160 Version/10.00,1,0,0,0,1,0,0,1,0,1
8831,5555703585,150.0,1.0,2.0,0.0,google.com,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_6) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/50.0.888.0 Safari/532.0",1,0,1,0,0,1,0,0,1,0
8832,5555703586,0.0,0.0,1.0,0.0,instagram.com,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/33.0.803.0 Safari/531.1",1,1,0,0,0,0,1,0,0,0
8833,5555703587,0.0,0.0,2.0,0.0,martinez.net,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.1),1,0,1,0,0,0,0,0,0,1
8834,5555703588,150.0,1.0,4.0,0.0,google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/27.0.878.0 Safari/531.0",1,0,0,0,1,1,0,0,1,0
8835,5555703589,0.0,0.0,4.0,0.0,bradley-jones.com,Opera/8.52.(X11; Linux i686; ar-IQ) Presto/2.9.170 Version/12.00,1,0,0,0,1,0,0,0,0,0
8836,5555703590,0.0,0.0,0.0,0.0,facebook.com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 11_3; rv:1.9.6.20) Gecko/2016-06-27 04:28:12 Firefox/3.6.12,0,0,0,0,0,0,0,1,1,0
8837,5555703591,0.0,0.0,2.0,0.0,facebook.com,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/58.0.899.0 Safari/531.2",1,0,1,0,0,0,0,1,0,1
8838,5555703592,0.0,0.0,0.0,0.0,facebook.com,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/14.9r1485.0 Mobile/27L506 Safari/533.2",0,0,0,0,0,0,0,1,1,0
8839,5555703593,0.0,0.0,4.0,0.0,instagram.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/41.0.864.0 Safari/535.2",1,0,0,0,1,0,1,0,0,0
8840,5555703594,0.0,0.0,0.0,0.0,walters.com,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/17.1b4067.0 Mobile/30W797 Safari/533.2",0,0,0,0,0,0,0,0,1,0
8841,5555703595,136.5,1.0,0.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),0,0,0,0,0,0,0,1,0,1
8842,5555703596,0.0,0.0,3.0,0.0,google.com,Opera/8.38.(X11; Linux x86_64; lb-LU) Presto/2.9.184 Version/11.00,1,0,0,1,0,1,0,0,0,0
8843,5555703597,0.0,0.0,3.0,0.0,instagram.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; el-CY) AppleWebKit/531.36.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.36.4",1,0,0,1,0,0,1,0,1,0
8844,5555703598,268.0,1.0,1.0,0.0,myers.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_4 rv:6.0; raj-IN) AppleWebKit/531.50.5 (KHTML, like Gecko) Version/4.0.3 Safari/531.50.5",1,1,0,0,0,0,0,0,1,0
8845,5555703599,124.0,1.0,3.0,0.0,yu-smith.org,Opera/8.70.(X11; Linux x86_64; fi-FI) Presto/2.9.182 Version/11.00,1,0,0,1,0,0,0,0,0,0
8846,5555703600,289.5,1.0,0.0,0.0,google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/16.0.839.0 Safari/531.2",0,0,0,0,0,1,0,0,1,0
8847,5555703601,0.0,0.0,4.0,0.0,instagram.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),1,0,0,0,1,0,1,0,0,1
8848,5555703602,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_5) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/34.0.892.0 Safari/533.2",0,0,0,0,0,0,1,0,1,0
8849,5555703603,227.5,1.0,4.0,0.0,facebook.com,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ak-GH) AppleWebKit/534.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.29.7",1,0,0,0,1,0,0,1,1,0
8850,5555703604,0.0,0.0,0.0,0.0,facebook.com,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2020-08-13 02:31:47 Firefox/3.8,0,0,0,0,0,0,0,1,0,0
8851,5555703605,0.0,0.0,0.0,0.0,google.com,Opera/9.32.(Windows NT 6.0; nn-NO) Presto/2.9.184 Version/12.00,0,0,0,0,0,1,0,0,0,1
8852,5555703606,0.0,0.0,3.0,0.0,jackson.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.1),1,0,0,1,0,0,0,0,0,1
8853,5555703607,0.0,0.0,0.0,0.0,google.com,Opera/9.65.(Windows NT 5.1; th-TH) Presto/2.9.170 Version/10.00,0,0,0,0,0,1,0,0,0,1
8854,5555703608,0.0,0.0,0.0,0.0,facebook.com,Opera/8.24.(X11; Linux i686; az-IN) Presto/2.9.181 Version/11.00,0,0,0,0,0,0,0,1,0,0
8855,5555703609,0.0,0.0,0.0,0.0,jones-wheeler.com,Mozilla/5.0 (Windows NT 5.0; crh-UA; rv:1.9.0.20) Gecko/2014-05-05 06:26:42 Firefox/3.6.8,0,0,0,0,0,0,0,0,0,1
8856,5555703610,0.0,0.0,0.0,0.0,google.com,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),0,0,0,0,0,1,0,0,0,1
8857,5555703611,0.0,0.0,0.0,0.0,facebook.com,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0),0,0,0,0,0,0,0,1,0,1
8858,5555703612,0.0,0.0,4.0,0.0,ball.biz,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_4 rv:6.0; brx-IN) AppleWebKit/531.12.4 (KHTML, like Gecko) Version/5.0 Safari/531.12.4",1,0,0,0,1,0,0,0,1,0
8859,5555703613,0.0,0.0,4.0,0.0,haas-daniel.com,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/25.0.895.0 Safari/533.2",1,0,0,0,1,0,0,0,0,1
8860,5555703614,0.0,0.0,0.0,0.0,instagram.com,Opera/9.47.(Windows 98; Win 9x 4.90; ro-RO) Presto/2.9.163 Version/10.00,0,0,0,0,0,0,1,0,0,1
8861,5555703615,0.0,0.0,3.0,0.0,simmons.org,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.3.7 (KHTML, like Gecko) Version/5.1 Safari/532.3.7",1,0,0,1,0,0,0,0,0,1
8862,5555703616,0.0,0.0,0.0,0.0,ward.biz,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.0),0,0,0,0,0,0,0,0,0,1
8863,5555703617,0.0,0.0,0.0,0.0,johnson-holmes.biz,Opera/9.48.(X11; Linux i686; ko-KR) Presto/2.9.172 Version/12.00,0,0,0,0,0,0,0,0,0,0
8864,5555703618,0.0,0.0,4.0,0.0,powers.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_4 rv:5.0; he-IL) AppleWebKit/533.43.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.43.4",1,0,0,0,1,0,0,0,1,0
8865,5555703619,0.0,0.0,0.0,0.0,leon.com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/63.0.831.0 Safari/532.1",0,0,0,0,0,0,0,0,0,0
8866,5555703620,0.0,0.0,4.0,0.0,bullock.net,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.4e6328.0 Mobile/21H717 Safari/533.0",1,0,0,0,1,0,0,0,1,0
8867,5555703621,0.0,0.0,0.0,0.0,instagram.com,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.0),0,0,0,0,0,0,1,0,0,1
8868,5555703622,150.0,1.0,3.0,0.0,google.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_4 rv:5.0; wa-BE) AppleWebKit/535.15.5 (KHTML, like Gecko) Version/5.1 Safari/535.15.5",1,0,0,1,0,1,0,0,1,0
8869,5555703623,0.0,0.0,0.0,0.0,instagram.com,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.3.2 (KHTML, like Gecko) Version/4.0.4 Safari/535.3.2",0,0,0,0,0,0,1,0,0,1
8870,5555703624,0.0,0.0,3.0,0.0,malone-padilla.info,Mozilla/5.0 (Android 1.0; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,1,0,0,1,0,0,0,0,0,0
8871,5555703625,0.0,0.0,4.0,0.0,google.com,Opera/9.43.(Windows CE; bhb-IN) Presto/2.9.179 Version/11.00,1,0,0,0,1,1,0,0,0,1
8872,5555703626,0.0,0.0,3.0,0.0,facebook.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 7_4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/50.0.824.0 Safari/535.2",1,0,0,1,0,0,0,1,1,0
8873,5555703627,0.0,0.0,2.0,0.0,instagram.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/25.0.862.0 Safari/532.0",1,0,1,0,0,0,1,0,1,0
8874,5555703628,0.0,0.0,2.0,0.0,facebook.com,Opera/9.13.(X11; Linux x86_64; te-IN) Presto/2.9.179 Version/10.00,1,0,1,0,0,0,0,1,0,0
8875,5555703629,150.0,1.0,1.0,0.0,google.com,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.39.3 (KHTML, like Gecko) Version/4.0.4 Safari/534.39.3",1,1,0,0,0,1,0,0,0,1
